ID,"Date année","Date mois","Date jour",Départ,Arrivée,Pays,"KMs jour","KMs cumulé","Altitude (m)","Latitude degrés","Latitude minutes","Latitude décimale","Latitude radian","Longitude degrés","Longitude minutes","Longitude décimale","Longitude radian","KMs du départ (vol oiseau)","KMs du départ (corde)","KMs par étapes (segments)","KMs par étapes (cumulé)",Objet,Lieu,Contexte,Catégorie,Post,Jour,Titre,"Poids (g)","Taille (mm)",Couleur,Matière,Origine,Date,Coordonnées,,,
807,2015,3,14,Tbilisi,Tbilisi,Georgia,0,11311,407,41,42459,417077,7279,44,47629,447938,7818,38518,37934,2,643157,"Terminaison de gaine de frein","Rive Gauche, Tbilisi","Réparation vélo",Almanach,0,"Jour 807",0,96,13,14,2,2,"samedi 14 mars 2015","N 41°42,459' E 44°47,629'",,,
808,2015,3,15,Tbilisi,Bolnissi,Georgia,0,11311,528,41,26959,414493,7234,44,32128,445355,7773,38461,3788,359,643516,Trombone,Bolnissi,"Visite de la verrière d'ArtHouse.",Almanach,0,"Jour 808",0,197,50,14,2,2,"dimanche 15 mars 2015","N 41°26,959' E 44°32,128'",,,
809,2015,3,16,Bolnissi,Bolnissi,Georgia,0,11311,515,41,26885,414481,7234,44,32,445333,7773,3846,37879,2,643518,"Embout de chicha","ArtHouse, Bolnissi","Télévision chez ArtHouse",Almanach,0,"Jour 809",0,78,41,6,3,2,"lundi 16 mars 2015","N 41°26,885' E 44°32,000'",,,
810,2015,3,17,Bolnissi,Tbilisi,Georgia,0,11311,439,41,4222,417037,7279,44,47839,447973,7819,38523,37939,359,643877,"Sel de l'Himalaya","CCA, Tbilissi","Vernissage Rolland",Almanach,0,"Jour 810",0,362,22,3,6,1,"mardi 17 mars 2015","N 41°42,22' E 44°47,839'",,,
811,2015,3,18,Tbilisi,Tbilisi,Georgia,0,11311,439,41,42389,417065,7279,44,47827,447971,7819,38521,37937,3,643881,"3 Piles","CCA, Tbilissi","Chant Géorgien au petit matin","Carnet de bord",1,"Jour 811","De l'art et du temps de cochon...",178,11,4,0,2,"mercredi 18 mars 2015","N 41°42,389' E 44°47,827'",,,
812,2015,3,19,Tbilisi,Tbilisi,Georgia,0,11311,430,41,42463,417077,7279,44,47899,447983,7819,38521,37937,2,643882,"Jouet plastique","Dodo Abashidze Street","Débarquement des artistes finlandais",Almanach,0,"Jour 812",0,8,59,0,3,2,"jeudi 19 mars 2015","N 41°42,463' E 44°47,899'",,,
813,2015,3,20,Tbilisi,Tbilisi,Georgia,0,11311,454,41,42584,417097,728,44,47824,447971,7819,38519,37936,2,643885,Punaise,MediclubGeorgia,"Consultation médicale",Almanach,0,"Jour 813",0,36,23,6,0,2,"vendredi 20 mars 2015","N 41°42,584' E 44°47,824'",,,
814,2015,3,21,Tbilisi,Tbilisi,Georgia,0,11311,442,41,41999,417,7278,44,47921,447987,7819,38525,37941,11,643896,Interrupteur,"Garretubani Park","Boulot, soirée chacha",Almanach,0,"Jour 814",0,93,18,15,0,2,"samedi 21 mars 2015","N 41°41,999' E 44°47,921'",,,
815,2015,3,22,Tbilisi,Tbilisi,Georgia,0,11311,439,41,42563,417094,728,44,47798,447966,7818,38519,37935,11,643906,"Poignée de fermeture éclaire","CCA Tbilissi",Boulot,Almanach,0,"Jour 815",0,793,38,14,2,2,"dimanche 22 mars 2015","N 41°42,563' E 44°47,798'",,,
816,2015,3,23,Tbilisi,Tbilisi,Georgia,0,11311,439,41,42415,417069,7279,44,47829,447972,7819,38521,37937,3,643909,"Graines de soja","CCA, Tbilissi","Conférence CCA #2","Carnet de bord",1,"Jour 816","Au-revoir Tbilissi",7,6,3,1,1,"lundi 23 mars 2015","N 41°42,415' E 44°47,829'",,,
817,2015,3,24,Tbilisi,Ezati,Georgia,48,11359,661,41,51821,418637,7307,44,26223,444371,7756,38175,37607,346,644255,"Branche de lunette","Ezati, Georgie","Reprise de la route, nuit sous un manège",Almanach,0,"Jour 817",0,8,48,15,3,2,"mardi 24 mars 2015","N 41°51,821' E 44°26,223'",,,
818,2015,3,25,Ezati,Kareli,Georgia,68,11427,649,42,1,420167,7333,43,52036,438673,7656,37678,37132,501,644756,"Mini icône","Kareli, Georgie","Entre les montagne, nuit dans une grange",Almanach,0,"Jour 818",0,1,15,0,5,2,"mercredi 25 mars 2015","N 42°01,000' E 43°52,036'",,,
819,2015,3,26,Kareli,Vertkvichala,Georgia,60,11487,388,42,6642,421107,735,43,19537,433256,7562,37232,36705,459,645215,"Bouton pression","Vertkvichala, Georgie","Bivouac au paradis","Carnet de bord",1,"Jour 819","Reprise de la route",94,11,15,2,2,"jeudi 26 mars 2015","N 42°06,642' E 43°19,537'",,,
820,2015,3,27,Vertkvichala,Meore-Ocha,Georgia,50,11537,295,42,6087,421015,7348,42,53907,428985,7487,36921,36407,353,645568,"Croix de bois, Georgie","Meore Ocha","Journée rencontre de cyclovoyageurs",Almanach,0,"Jour 820",0,45,25,17,1,2,"vendredi 27 mars 2015","N 42°06,087' E 42°53,907'",,,
821,2015,3,28,Meore-Ocha,Nigvziani,Georgia,95,11632,22,42,459,420765,7344,41,54971,419162,7316,36209,35723,811,646379,"Ciment de ruine","Nigvziani, Georgie",Tempête,Almanach,0,"Jour 821",0,405,27,5,6,2,"samedi 28 mars 2015","N 42°04,590' E 41°54,971'",,,
822,2015,3,29,Nigvziani,Shekvetili,Georgia,45,11677,4,41,53755,418959,7312,41,46278,417713,729,36191,35707,234,646613,Hippocampe,"Shekvetili, Georgie","Rencontre avec la mer noire",Almanach,0,"Jour 822",0,65,60,17,7,1,"dimanche 29 mars 2015","N 41°53,755' E 41°46,278'",,,
823,2015,3,30,Shekvetili,Kobuleti,Georgia,0,11677,14,41,49143,418191,7299,41,46713,417786,7292,36235,35749,86,646699,"Cailloux vert","Kobuleti, Georgie","Journée pluvieuse","Carnet de bord",1,"Jour 823","Georgian west coast",1,13,6,6,1,"lundi 30 mars 2015","N 41°49,143' E 41°46,713'",,,
824,2015,3,31,Kobuleti,Kobuleti,Georgia,0,11677,21,41,49232,418205,7299,41,46734,417789,7292,36235,35749,2,646701,Bouchon,"Kobuleti, Georgie","Journée boulot",Almanach,0,"Jour 824",0,169,49,8,3,2,"mardi 31 mars 2015","N 41°49,232' E 41°46,734'",,,
825,2015,4,1,Kobuleti,Gonio,Georgia,52,11729,7,41,34671,415779,7257,41,34306,415718,7256,36204,35719,32,647021,"Capuchon jaune","Gonio , Georgie","Dernier jour en Géorgie",Almanach,0,"Jour 825",0,83,28,4,3,2,"mercredi 1 avril 2015","N 41°34,671' E 41°34,306'",,,
826,2015,4,2,Gonio,Kemalpasa,Georgia,30,11759,10,41,28869,414812,724,41,31066,415178,7246,36213,35728,117,647137,"Douille de munition","Kemalpasa, Turquie","Passage de fontière","Carnet de bord",1,"Jour 826","Entrée en Turquie",667,22,14,2,2,"jeudi 2 avril 2015","N 41°28,869' E 41°31,066'",,,
827,2015,4,3,Kemalpasa,Arhavi,Georgia,20,11779,60,41,18776,413129,721,41,1934,413223,7212,36155,35672,248,647385,"Circuit électrique","Arhavi, Turquie","Rencontre des militants du barrage d'Arhavi",Almanach,0,"Jour 827",0,259,61,6,9,2,"vendredi 3 avril 2015","N 41°18,776' E 41°19,340'",,,
828,2015,4,4,Arhavi,Arhavi,Georgia,15,11794,20,41,18845,413141,7211,41,19462,413244,7212,36156,35673,2,647387,"Tête de sardine","Arhavi, Turquie","Samedi pluvieux",Almanach,0,"Jour 828",0,147,20,1,2,2,"samedi 4 avril 2015","N 41°18,845' E 41°19,462'",,,
829,2015,4,5,Arhavi,Findikli,Turkey,38,11832,12,41,15261,412544,72,41,7327,411221,7177,36036,35558,182,647569,"Objet plastique rouge non identifié.","Findikli, Turquie",Renaissance,Almanach,0,"Jour 829",0,4,22,12,3,2,"dimanche 5 avril 2015","N 41°15,261' E 41°07,327'",,,
830,2015,4,6,Findikli,Derapazan,Turkey,65,11897,5,41,1563,410261,716,40,24074,404012,7051,35619,35158,655,648224,Rondelles,"Derapazan, Turquie","Journée route",Almanach,0,"Jour 830",0,116,29,14,2,2,"lundi 6 avril 2015","N 41°01,563' E 40°24,074'",,,
831,2015,4,7,Derapazan,Arsin,Turkey,66,11963,18,40,57171,409529,7148,39,56029,399338,697,3531,3486,401,648625,"Porte clés","Arsin, Turquie","Douche chaude",Almanach,0,"Jour 831",0,567,38,14,2,2,"mardi 7 avril 2015","N 40°57,171' E 39°56,029'",,,
832,2015,4,8,Arsin,Trabzon,Turkey,0,11963,98,40,59429,409905,7154,39,47162,39786,6944,35181,34736,131,648756,"Starter briquet","Trabzon airport area, Turquie","Acclimatation, journée repos","Carnet de bord",1,"Jour 832",Trabzon,25,35,15,0,2,"mercredi 8 avril 2015","N 40°59,429' E 39°47,162'",,,
833,2015,4,9,Trabzon,Trabzon,Turkey,0,11963,61,40,59501,409917,7154,39,46759,397793,6943,35176,34731,6,648762,Pendentif,"Universitée public, Trabzon, Turquie","Jam session à l'universitée",Almanach,0,"Jour 833",0,41,23,17,3,2,"jeudi 9 avril 2015","N 40°59.501' E 39°46,759'",,,
834,2015,4,10,Trabzon,Trabzon,Turkey,0,11963,163,40,59149,409858,7153,39,46732,397789,6943,35178,34733,7,648768,"Fragment de clé","Trabzon Est, Turquie","Recherche d'un appartement",Almanach,0,"Jour 834",0,27,31,17,2,2,"vendredi 10 avril 2015","N 40°59,149' E 39°46.732'",,,
835,2015,4,11,Trabzon,Trabzon,Turkey,0,11963,269,40,58922,40982,7153,39,4655,397758,6942,35178,34733,5,648773,"Patin orange triangle","Hauteurs de Trabzon Est","Retrouvailles avec les parents Dodeur",Almanach,0,"Jour 835",0,78,14,1,3,2,"samedi 11 avril 2015","N 40°58,922' E 39°46,550'",,,
836,2015,4,12,Trabzon,Trabzon,Turkey,0,11963,271,40,58934,409822,7153,39,46524,397754,6942,35178,34733,0,648774,"lentilles orange","Hauteur de Trabzon Est","Petite journée boulot","Carnet de bord",1,"Jour 836","Warm shower !",22,4,1,1,1,"dimanche 12 avril 2015","N 40°58,934' E 39°46,524'",,,
837,2015,4,13,Trabzon,Trabzon,Turkey,0,11963,273,40,58931,409822,7153,39,46563,397761,6942,35178,34733,1,648774,"Verrou de compteur électrique","Hauteur de Trabzon Est","Tournage du checkpoint 013",Almanach,0,"Jour 837",0,267,20,1,3,2,"lundi 13 avril 2015","N 40°58,931' E 39°46,563'",,,
838,2015,4,14,Trabzon,Cal-Magarasi,Turkey,0,11963,1107,40,51906,408651,7132,39,22761,393794,6873,34944,34508,358,649132,Caillou,"Cal Magarasi","Visite de grotte Magarasi, montage check point",Almanach,0,"Jour 838",0,252,17,17,6,1,"mardi 14 avril 2015","N 40°51,906' E 39°22,761'",,,
839,2015,4,15,Cal-Magarasi,Trabzon,Turkey,0,11963,35,41,188,410031,7156,39,41737,396956,6928,35107,34665,307,649439,"Lacet rose","Ayasofia, Trabzon, Turquie","Visite Ayasifia, montage checkpoint",Almanach,0,"Jour 839",0,321,1320,11,4,2,"mercredi 15 avril 2015","N 41°00,188' E 39°41,737'",,,
840,2015,4,16,Trabzon,Sümela,Turkey,0,11963,1226,40,41217,40687,7101,39,39539,39659,6922,35245,34798,353,649792,"Petite cuillère","Sümela, Turquie","Visite du monastère de Sümela",Almanach,0,"Jour 840",0,268,55,14,2,2,"jeudi 16 avril 2015","N 40°41,217' E 39°39,539'",,,
841,2015,4,17,Sümela,Uzungöl,Turkey,0,11963,1122,40,37102,406184,7089,40,18027,403005,7034,35758,35291,547,650339,"Tranche de smartphone","Uzungöl, Turquie","Ballade en famille",Almanach,0,"Jour 841",0,216,115,14,2,2,"vendredi 17 avril 2015","N 40°37,102' E 40°18,027'",,,
842,2015,4,18,Uzungöl,Karaca-cave,Turkey,0,11963,1355,40,32647,405441,7076,39,24167,394028,6877,3513,34687,763,651101,"Fleur plastique","Karaca cave, Turquie","Visite de la grotte de Karaca",Almanach,0,"Jour 842",0,35,40,12,0,2,"samedi 18 avril 2015","N 40°32,647' E 39°24,167'",,,
843,2015,4,19,Karaca-cave,Trabzon,Turkey,0,11963,73,40,5941,409902,7154,39,47104,397851,6944,35181,34736,591,651693,"Filtre cigarette plastique","Trabzon Est, Turquie","Visite chez Nurullah",Almanach,0,"Jour 843",0,94,26,17,3,2,"dimanche 19 avril 2015","N 40°59,410' E 39°47,104'",,,
844,2015,4,20,Trabzon,Trabzon,Turkey,0,11963,240,40,41217,40687,7101,39,39539,39659,6922,35245,34798,354,652046,"Pile usagé","Trabzon Est, Turquie","Journée pluvieuse - édition objet libre",Almanach,0,"Jour 844",0,757,44,7,0,2,"lundi 20 avril 2015","N 40°41,217' E°39 39,539'",,,
845,2015,4,21,Trabzon,Trabzon,Turkey,0,11963,47,41,235,410039,7157,39,43921,39732,6935,35134,34691,358,652404,Perles,"Trabzon city center, Turquie",Shopping,Almanach,0,"Jour 845",0,73,11,0,3,2,"mardi 21 avril 2015","N 41°00,235' E 39°43,921'",,,
846,2015,4,22,Trabzon,Trabzon,Turkey,0,11963,69,40,59389,409898,7154,39,47274,397879,6944,35183,34738,49,652454,"Bijou de mobilier","Trabzon Est, Turquie","Boulot, valise, glandouille",Almanach,0,"Jour 846",0,2,80,14,3,2,"mercredi 22 avril 2015","N 40°59,389' E 39°47,274'",,,
847,2015,4,23,Trabzon,Trabzon,Turkey,0,11963,66,40,59498,409916,7154,39,46699,397783,6943,35175,3473,8,652462,"Capuchon rose","Trabzon Est, Turquie","Journée off",Almanach,0,"Jour 847",0,6,19,1,3,2,"jeudi 23 avril 2015","N 40°59,498' E 39°46,699'",,,
848,2015,4,24,Trabzon,Trabzon,Turkey,0,11963,65,40,59284,409881,7154,39,47218,39787,6944,35183,34738,8,65247,"Diamant toc","Trabzon Est, Turquie","Depart des Dodeur",Almanach,0,"Jour 848",0,78,25,16,3,2,"vendredi 24 avril 2015","N 40°59,284' E 39°47,218'",,,
849,2015,4,25,Trabzon,Trabzon,Turkey,0,11963,71,40,59428,409905,7154,39,46869,397812,6943,35178,34733,6,652476,Ressort,"Trabzon Est, Turquie","Samedi off, discutions dossier",Almanach,0,"Jour 849",0,85,30,14,2,2,"samedi 25 avril 2015","N 40°59,428' E 39°46,869'",,,
850,2015,4,26,Trabzon,Trabzon,Turkey,0,11963,34,40,59906,409984,7156,39,46359,397727,6942,35167,34723,11,652487,Cheville,"Trabzon Est, Turquie","On loupe la finale de basket",Almanach,0,"Jour 850",0,27,23,7,3,2,"dimanche 26 avril 2015","N 40°59,906' E 39°46,359'",,,
851,2015,4,27,Trabzon,Akçaabat,Turkey,25,11988,5,41,2845,410474,7164,39,32713,395452,6902,34973,34536,198,652686,ressort,"Akçaabat, Turquie","Reprise de la route et sortie de Trabzon",Almanach,0,"Jour 851",0,97,18,15,0,2,"lundi 27 avril 2015","N 41°02,845' E 39°32,713'",,,
852,2015,4,28,Akçaabat,Tirebolu,Turkey,75,12063,3,40,59549,409925,7155,38,47112,387852,6769,34437,34019,641,653326,"Tube métal","Tirebolu, Turquie","Rencontre de Sam le cycliste","Carnet de bord",1,"Jour 852","Reprise d'antenne, toujours vers l'ouest...",202,9,17,2,2,"mardi 28 avril 2015","N 40°59,549' E 38°47,112'",,,
853,2015,4,29,Tirebolu,Bulancak,Turkey,60,12123,2,40,56368,409395,7145,38,13193,382199,6671,34044,3364,478,653805,"Œil protecteur","Bulancak, Turquie","Daulphin daulphin daulphin",Almanach,0,"Jour 853",0,1,14,8,3,2,"mercredi 29 avril 2015","N 40°56,368' E 38°13,193'",,,
854,2015,4,30,Bulancak,Mersinköy,Turkey,55,12178,14,41,687,411145,7176,37,46067,377678,6592,33617,33229,426,654231,"Crochet plastique","Mersinköy, Turquie","Recherche de la plus belle plage de la Mer Noire",Almanach,0,"Jour 854",0,46,30,15,3,2,"jeudi 30 avril 2015","N 41°06,870' E 37°46,067'",,,
855,2015,5,1,Mersinköy,Fatsa,Turkey,45,12223,5,41,4628,410771,7169,37,25974,374329,6533,33387,33007,284,654515,"Tube de paillette rouge","Fatsa, Turquie","Retour sur voix rapide",Almanach,0,"Jour 855",0,293,58,12,0,2,"vendredi 1 mai 2015","N 41°04,628' E 37°25,974'",,,
856,2015,5,2,Fatsa,Terme,Turkey,45,12268,4,41,11227,411871,7189,37,1877,370313,6463,33032,32664,358,654873,"Filtre cigarette plastique","Terme, Turquie","Ice cream et nuit chez les Amazones",Almanach,0,"Jour 856",0,164,52,16,3,2,"samedi 2 mai 2015","N 41°11,227' E 37°01,877'",,,
857,2015,5,3,Terme,Altinkum,Turkey,85,12353,8,41,23468,413911,7224,36,12332,362055,6319,32315,3197,726,65560,"Carré de céramique","Altinkum, Samasun, Turquie","Jour gris et humide",Almanach,0,"Jour 857",0,226,15,8,6,2,"dimanche 3 mai 2015","N 41°23,468' E 36°12,332'",,,
858,2015,5,4,Altinkum,Port-de-Toplu,Turkey,60,12413,7,41,38744,416457,7269,35,40299,356717,6226,3179,31462,527,656127,Perles,"Port de Toplu, Turquie","Vent de face",Almanach,0,"Jour 858",0,113,7,7,3,2,"lundi 4 mai 2015","N 41°38,744' E 35°40,299'",,,
859,2015,5,5,Port-de-Toplu,Gerze,Turkey,55,12468,27,41,48314,418052,7296,35,11966,351994,6143,3136,31045,43,656557,Cœur,"Gerze, Turquie","Bière et Dauphins","Carnet de bord",1,"Jour 859","Etape à Gerze",8,20,10,3,2,"mardi 5 mai 2015","N 41°48,314' E 35°11,966'",,,
860,2015,5,6,Gerze,Gerze,Turkey,0,12468,5,41,48031,418005,7296,35,12035,352006,6144,31364,31048,5,656562,"Capsule de canette","Port de Gerze, Turquie","Journée boulot",Almanach,0,"Jour 860",0,28,23,12,2,2,"mercredi 6 mai 2015","N 41°48,031' E 35°12,035'",,,
861,2015,5,7,Gerze,Akliman,Turkey,45,12513,7,42,3283,420547,734,35,273,350455,6117,31124,30816,31,656873,"Demi étoile en plastique","Akliman, Turquie","fin de la quatre-voix",Almanach,0,"Jour 861",0,68,20,7,3,2,"jeudi 7 mai 2015","N 42°03,283' E 35°02,730'",,,
862,2015,5,8,Akliman,Zaviye,Turkey,65,12578,116,41,52675,418779,7309,34,33052,345509,603,30842,30542,454,657327,"Tube plastique violet","Zaviye, Turquie","Montagnes russes",Almanach,0,"Jour 862",0,2,29,10,3,2,"vendredi 8 mai 2015","N 41°52,675' E 34°33,052'",,,
863,2015,5,9,Zaviye,Abana,Turkey,60,12638,4,41,58811,419802,7327,34,115,340192,5937,30397,3011,454,657781,"Douille 9mm","Abana, Turquie","Montagnes russe V2",Almanach,0,"Jour 863",0,291,18,4,2,2,"samedi 9 mai 2015","N 41°58,811' E 34°01,150'",,,
864,2015,5,10,Abana,Abana,Turkey,10,12648,8,41,58767,419795,7327,34,1427,340238,5938,30401,30113,4,657785,Bougie,"Port Abana, Turquie","Pause forcée à cause des chiens","Carnet de bord",1,"Jour 864","Au-revoir highway",54,49,4,3,2,"dimanche 10 mai 2015","N 41°58,767' E 34°01,427'",,,
865,2015,5,11,Abana,Route-de-Kastamonu,Turkey,35,12683,1289,41,47048,417841,7293,34,5276,340879,5949,30544,30252,224,658009,"Fragment de briquet","Route de Kastamonu, Turquie","De la mer à la neige en une journée",Almanach,0,"Jour 865",0,137,18,14,2,2,"lundi 11 mai 2015","N 41°47,048' E 34°05,276'",,,
866,2015,5,12,Route-de-Kastamonu,Route-de-Kastamonu,Turkey,60,12743,793,41,28063,414677,7237,33,46627,337771,5895,30469,3018,437,658445,"Dent de chien","Route de Kastamonu, Turquie","Après la montée",Almanach,0,"Jour 866",0,28,18,13,7,1,"mardi 12 mai 2015","N 41°28,063' E 33°46,627'",,,
867,2015,5,13,Route-de-Kastamonu,Akkaya,Turkey,50,12793,792,41,13127,412188,7194,33,2822,334703,5842,30366,3008,377,658823,"Pierre rose","Akkaya, route d'Araç, Turquie","A petits pas",Almanach,0,"Jour 867",0,454,20,2,6,1,"mercredi 13 mai 2015","N 41°13,127' E 33°28,22'",,,
868,2015,5,14,Akkaya,Route-de-Karabük,Turkey,75,12868,264,41,13381,41223,7195,32,43137,32719,5711,29805,29534,629,659451,"Languette alu","Route de Karabük, Turquie","Un repas offert dans les jardins de la mosquée",Almanach,0,"Jour 868",0,185,50,14,2,2,"jeudi 14 mai 2015","N 41°13,381' E 32°43,137'",,,
869,2015,5,15,Route-de-Karabük,Eskipazar,Turkey,50,12918,77,40,56905,409484,7147,32,33084,325514,5681,29821,2955,336,659787,"Laine de mouton","Eskipazar, Turquie","Lessive dans la rivière",Almanach,0,"Jour 869",0,24,180,13,7,1,"vendredi 15 mai 2015","N 40°56,905' E 32°33,084'",,,
870,2015,5,16,Eskipazar,Yeniçağa,Turkey,45,12963,992,40,46268,407711,7116,31,59302,319884,5583,29494,29232,513,66030,"Cailloux peint","Yeniçağa, Turquie","Bivouac avec William (UK)","Carnet de bord",1,"Jour 870","Un peu de montagne...",151,15,3,6,2,"samedi 16 mai 2015","N 40°46,268' E 31°59,302'",,,
871,2015,5,17,Yeniçağa,Route-de-Düzce,Turkey,65,13028,656,40,45474,407579,7114,31,22003,313667,5475,29039,28788,524,660824,Sifflet,"Route de Düzce, Turquie","Routine sur voix rapide",Almanach,0,"Jour 871",0,89,58,6,3,2,"dimanche 17 mai 2015","N 40°45,474' E 31°22,003'",,,
872,2015,5,18,Route-de-Düzce,Yeniormanköy,Turkey,75,13103,26,40,46184,407697,7116,30,36707,306118,5343,28472,28235,636,66146,"Patte de tortue","Yeniormanköy, Turquie","L'orage passe",Almanach,0,"Jour 872",0,93,31,17,7,1,"lundi 18 mai 2015","N 40°46,184' E 30°36,707'",,,
873,2015,5,19,Yeniormanköy,Hereke,Turkey,85,13188,12,40,46694,407782,7117,29,39779,29663,5177,27762,27543,799,66226,"ampoule de phare de voiture","Hereke, Turquie","Voix rapide",Almanach,0,"Jour 873",0,296,30,16,0,2,"mardi 19 mai 2015","N 40°46,694' E 29°39,779'",,,
874,2015,5,20,Hereke,Istanbul,Turkey,85,13273,89,41,1985,410331,7162,28,58914,289819,5058,27124,2692,639,662898,"Objet laiton","Beyoğlu, Istanbul, Turquie","Entrée à Istambul",Almanach,0,"Jour 874",0,105,12,4,2,2,"mercredi 20 mai 2015","N 41°01,985' E 28°58,914'",,,
875,2015,5,21,Istanbul,Istanbul,Turkey,10,13283,32,41,152,410025,7156,28,5591,289318,505,27103,26899,54,662953,"Fermeture éclaire","Koca Maustafa Paşa, Istanbul, Turquie","1er déménagement à Islambul","Carnet de bord",1,"Jour 875","Arrivée à Istanbul",145,12,4,2,2,"jeudi 21 mai 2015","N 41°00,152' E 28°55,910'",,,
876,2015,5,22,Istanbul,Istanbul,Turkey,0,13283,15,41,152,410025,7156,28,5591,289318,505,27103,26899,0,662953,Perle,"Fatih, İstanbul, Turquie","Journée boulot et petit déjeunerturque",Almanach,0,"Jour 876",0,124,12,11,8,2,"vendredi 22 mai 2015","N 41°00,152' E 28°55,910'",,,
877,2015,5,23,Istanbul,Istanbul,Turkey,0,13283,38,41,223,410372,7162,28,58532,289755,5057,27117,26913,53,663006,"Perles dorées","Pasaj office","Rencontre avec Giorgio de PASAJ",Almanach,0,"Jour 877",0,133,40,4,0,2,"samedi 23 mai 2015","N 41°02,230' E 28°58,532'",,,
878,2015,5,24,Istanbul,Istanbul,Turkey,10,13293,41,41,223,410372,7162,28,58532,289755,5057,27117,26913,0,663006,"Capuchon latex bleu","Süslü Saksi, Taksim, Istanbul, Turquie","2ème déménagement",Almanach,0,"Jour 878",0,114,17,7,3,2,"dimanche 24 mai 2015","N 41°02,230' E 28°58,532'",,,
879,2015,5,25,Istanbul,Istanbul,Turkey,0,13293,36,41,1858,41031,7161,28,58786,289798,5058,27123,26919,8,663013,"Petit écrou","Atölye Istanbul, Istanbul, Turquie","Rencontre avec le makerspace Atölye Istanbul","Carnet de bord",1,"Jour 879","Big city life",67,7,17,2,2,"lundi 25 mai 2015","N 41°01,858' E 28°58,786'",,,
880,2015,5,26,Istanbul,Istanbul,Turkey,0,13293,82,41,228,41038,7162,28,59134,289856,5059,27124,2692,9,663023,Sabre,"Taksim Square, Istanbul, Turquie","Retrouvailles avec Roxana",Almanach,0,"Jour 880",0,2,38,12,3,2,"mardi 26 mai 2015","N 41°02,280' E 28°59,134'",,,
881,2015,5,27,Istanbul,Istanbul,Turkey,0,13293,65,41,2115,410353,7162,28,58554,289759,5057,27118,26914,9,663031,"Cartouche d'encre verte","Tarlabaşı, Istanbul, Turquie","Dernier repas avec Gurvan et Leila",Almanach,0,"Jour 881",0,1,69,6,3,2,"mercredi 27 mai 2015","N 41°02,115' E 28°58,554'",,,
882,2015,5,28,Istanbul,Istanbul,Turkey,0,13293,53,41,2117,410353,7162,28,58553,289759,5057,27118,26914,0,663031,"Tête de canard","Beyoğlu, Istanbul, Turquie","Modern Art Museum",Almanach,0,"Jour 882",0,86,20,8,3,2,"jeudi 28 mai 2015","N 41°02,117' E 28°58,553'",,,
883,2015,5,29,Istanbul,Istanbul,Turkey,0,13293,65,41,1941,410324,7161,28,58693,289782,5058,27121,26917,4,663035,Bracelet,"Tepebaçi, Istanbul, turquie","Interview Atölye",Almanach,0,"Jour 883",0,222,154,17,7,2,"vendredi 29 mai 2015","N 41°01,941' E 28°58,693'",,,
